Count,Company,PX_LAST,CUR_MKT_CAP,AVERAGE_DIVIDEND_YIELD,IS_EPS,PE_RATIO,PX_TO_BOOK_RATIO,EQY_DPS,CUR_RATIO,QUICK_RATIO,TOT_DEBT_TO_TOT_EQY,return_quarter,return_year,ten_percent_or_greater
7655,WAT US EQUITY,108.41,9233.942,0,0.83,22.5387,5.0516,0,4.4618,3.8577,73.2178,0.0841,0.146757679,1
7656,WAT US EQUITY,104.44,8855.2127,0,1.14,21.1216,4.7556,0,4.5083,3.901,75.5853,-0.036620238,0.22922252,1
7657,WAT US EQUITY,112.72,9386.9267,0,1.82,20.8295,4.9467,0,4.8529,4.2878,77.2006,0.137207425,0.193931867,1
7658,WAT US EQUITY,134.58,10990.3126,0,1.85,23.0037,5.3255,0,5.697,5.0837,81.0324,0.138482362,-0.0014118,0
7659,WAT US EQUITY,134.39,10828.8532,0,2.17,21.6487,4.7924,0,6.9869,6.3468,79.379,-0.152060067,0.437532555,1
7660,WBC US EQUITY,52.93,3410.2799,0,1.18,10.7649,5.2522,0,1.8364,1.1757,12.5447,-0.124834656,0.411109012,1
7661,WBC US EQUITY,57.67,3686.076,0,1.22,11.9305,5.6708,0,1.5709,1.047,16.1549,0.089552239,0.461071614,1
7662,WBC US EQUITY,65.19,4118.3914,0,0.95,13.4079,6.0474,0,1.7783,1.1615,10.457,0.130397087,0.43288848,1
7663,WBC US EQUITY,84.26,5274.861,0,1.28,17.0022,6.5692,0,2.0359,1.3495,2.7781,0.128129602,0.079397104,0
7664,WBC US EQUITY,93.41,5804.8387,0,6.73,12.0687,4.9718,0,2.5435,1.9069,7.2741,0.108592452,0.121721443,1
7665,WBC US EQUITY,105.56,6473.3934,0,1.13,13.7617,5.6537,0,2.2338,1.6165,12.3251,0.130071727,0.164077302,1
7666,WBC US EQUITY,106.82,6487.6492,0,1.24,14.081,5.7567,0,2.418,1.773,19.5755,0.01193634,0.158210073,1
7667,WBC US EQUITY,90.95,5438.2923,0,1.38,11.7637,5.2351,0,2.586,1.9867,26.2956,-0.148567684,0.152611325,1
7668,WBC US EQUITY,104.78,6169.7959,0,1.11,19.9145,7.2741,0,2.7812,2.1788,35.4556,0.152061572,-0.024050391,0
7669,WBC US EQUITY,122.88,7183.5155,0,1.23,22.279,9.115,0,2.7684,2.1469,43.7876,0.17274289,-0.129882813,0
7670,WBC US EQUITY,123.72,7256.3976,0,1.13,21.9886,8.7408,0,3.0615,2.3509,57.6981,0.006835938,-0.259860976,0
7671,WBC US EQUITY,104.83,6074.0864,0,0.67,18.8059,7.7479,0,3.0063,2.3451,60.8247,-0.152683479,0.08299151,0
7672,WBC US EQUITY,102.26,5864.6815,0,1.73,18.1373,7.3779,0,2.9828,2.2739,60.2296,-0.024515883,0.038040289,0
7673,WBC US EQUITY,106.92,6073.6229,0,-0.24,19.1106,8.0923,0,3.0604,2.4377,79.9171,0.045570115,0.098204265,0
7674,WBC US EQUITY,91.57,5150.9969,0,1.34,16.283,6.8848,0,2.9603,2.2284,86.0793,-0.143565282,0.392486622,1
7675,WBC US EQUITY,113.53,6333.5885,0,1.77,19.6429,7.8824,0,3.0174,2.1789,89.6609,0.239816534,0.303620188,1
7676,WBC US EQUITY,106.15,5847.4217,0,1.15,18.366,7.37,0,3.5299,2.8979,124.9967,-0.065004845,0.351860575,1
7677,WCC US EQUITY,57.55,2508.2361,0,1.35,13.5094,1.775,0,2.0527,1.2143,42.7699,-0.118817945,0.180886186,1
7678,WCC US EQUITY,57.2,2501.1157,0,1.45,12.9705,1.6994,0,2.0943,1.2396,50.4635,-0.006081668,0.337937063,1
7679,WCC US EQUITY,67.43,2949.8603,0,0.95,13.6907,1.9121,0,2.0852,1.1134,114.232,0.178846154,0.350585793,1
7680,WCC US EQUITY,76.53,3380.7445,0,1.57,14.5876,1.9458,0,2.1399,1.1715,90.7467,0.12610359,0.022605514,0
7681,WCC US EQUITY,91.07,4024.9849,0,1.09,18.2047,2.2843,0,2.0973,1.1114,86.4359,0.189990853,-0.163171187,0
7682,WCC US EQUITY,83.22,3693.6027,0,1.17,17.2645,2.0848,0,2.0806,1.1063,84.7317,-0.086197431,-0.160177842,0
7683,WCC US EQUITY,86.38,3838.7999,0,1.55,17.7726,2.0329,0,2.1614,1.1555,83.0048,0.037971641,-0.205371614,0
7684,WCC US EQUITY,78.26,3480.465,0,1.82,15.5538,1.8238,0,2.1746,1.1797,79.4895,-0.094003241,-0.406210069,0
7685,WCC US EQUITY,76.21,3389.9272,0,1.4,14.7124,1.758,0,2.2092,1.1709,75.2844,-0.026194735,-0.42684687,0
7686,WCC US EQUITY,69.89,3114.5043,0,1.06,13.6771,1.6833,0,2.2264,1.19,75.5871,-0.08292875,-0.217770783,0
7687,WCC US EQUITY,68.64,3035.0915,0,1.18,14.2407,1.6016,0,2.3406,1.2842,79.6358,-0.017885248,-0.249854312,0
7688,WCC US EQUITY,46.47,2023.675,0,1.47,10.1463,1.1115,0,2.327,1.2614,85.3067,-0.32298951,0.323219281,1
7689,WCC US EQUITY,43.68,1840.2918,0,1.03,10.3753,1.0369,0,2.3819,1.3036,85.5514,-0.060038735,0.523580586,1
7690,WCC US EQUITY,54.67,2306.9904,0,0.85,13.3995,1.2166,0,2.3131,1.2604,78.5247,0.251602564,0.272178526,1
7691,WCC US EQUITY,51.49,2173.0037,0,1.18,12.5585,1.1172,0,2.3757,1.3165,74.4404,-0.058167185,0.112837444,1
7692,WCC US EQUITY,61.49,2984.9829,0,-0.73,16.2382,1.4966,0,2.3374,1.2656,74.8409,0.194212468,-0.052691495,0
7693,WCC US EQUITY,66.55,3231.4279,0,0.96,17.5744,1.6198,0,2.4068,1.3098,72.0429,0.082289803,0.024042074,0
7694,WCG US EQUITY,53,2283.6481,0,1.08,7.3366,1.9331,0,1.8495,1.6166,11.5713,-0.262659989,0.048113208,0
7695,WCG US EQUITY,56.55,2437.0957,0,0.89,8.4477,1.9676,0,2.0458,1.59,10.8969,0.066981132,0.233244916,1
7696,WCG US EQUITY,48.69,2103.4567,0,1.13,9.8879,1.5902,0,1.8867,1.5341,10.2033,-0.138992042,0.446292873,1
7697,WCG US EQUITY,69.74,3037.2725,0,1.47,14.0073,2.0667,0,1.9409,1.6366,22.8197,0.255445545,-0.134786349,0
7698,WCG US EQUITY,70.42,3077.6361,0,0.98,14.6723,2.0305,0,2.1766,1.8494,39.5283,0.009750502,0.165293951,1
7699,WCG US EQUITY,63.52,2780.4357,0,1.01,13.0054,1.7839,0,1.8558,1.4929,38.4197,-0.097983527,0.439861461,1
7700,WCG US EQUITY,74.66,3275.3888,0,-0.17,20.4174,2.1006,0,1.6667,1.1841,38.4665,0.175377834,0.136217519,1
7701,WCG US EQUITY,60.34,2648.0597,0,0.44,22.5622,1.6738,0,1.8548,1.2179,56.8864,-0.19180284,0.428239973,1
7702,WCG US EQUITY,82.06,3602.8943,0,0.18,41.3615,2.258,0,1.8217,1.0825,56.3945,0.359960225,-0.04691689,0
7703,WCG US EQUITY,91.46,4019.7215,0,0.4,52.0028,2.4955,0,1.7789,1.0141,55.7586,0.114550329,0.014104527,0
7704,WCG US EQUITY,84.83,3736.0851,0,1.17,28.4413,2.2399,0,1.9945,1.2401,72.6919,-0.072490706,0.264646941,1
7705,WCG US EQUITY,86.18,3798.2892,0,0.83,26.3039,2.2238,0,1.8126,1.0471,70.9513,0.015914181,0.358667904,1
7706,WCG US EQUITY,78.21,3449.4583,0,0.29,22.7504,1.9962,0,1.7482,1.3169,70.1325,-0.092480854,0.752717044,1
7707,WCG US EQUITY,92.75,4092.4165,0,0.86,22.9022,2.3226,0,1.8674,1.4064,62.0848,0.18590973,0.511698113,1
7708,WCG US EQUITY,107.28,4747.4003,0,2.05,22.0708,2.5445,0,1.8421,1.4865,58.787,0.156657682,0.673750932,1
7709,WCG US EQUITY,117.09,5183.364,0,1.55,21.7165,2.6693,0,1.5907,1.2782,51.3356,0.091442953,0.46673499,1
7710,WCG US EQUITY,137.08,6071.6671,0,1.01,25.424,3.125,0,1.6754,1.5002,49.8775,0.170723375,0.467099504,1
7711,WDC US EQUITY,30.48,7925.6046,0,2.93,4.0567,0.9777,0,1.7711,1.3819,28.4913,-0.263590239,1.037073491,1
7712,WDC US EQUITY,38.73,9496.84,0.6455,2.11,4.5177,1.171,0.25,1.9448,1.4853,26.4775,0.270669291,0.636973922,1
7713,WDC US EQUITY,58.47,16620.954,3.4206,-1.28,18.4208,1.5465,0.5,2.3279,1.6198,121.884,0.237198477,0.477680862,1
7714,WDC US EQUITY,67.95,19397.952,2.9433,0.82,24.8826,1.8235,0.5,2.3498,1.738,121.8133,0.162134428,0.170419426,1
7715,WEN US EQUITY,4.525,1768.0795,1.768,-0.07,43.3836,0.8785,0.02,2.1333,1.5083,73.9106,-0.041313559,0.874033149,1
7716,WEN US EQUITY,4.7,1838.0962,2.1277,0.07,29.3453,0.9286,0.04,2.4745,1.7936,73.3972,0.038674033,0.855319149,1
7717,WEN US EQUITY,8.48,3335.2499,2.0047,-0.0049,42.0081,1.7261,0.05,2.4339,1.6326,76.6104,0.454545455,-0.025943396,0
7718,WEN US EQUITY,8.72,3415.4091,2.0642,0.08,40.9148,1.7751,0.05,2.639,1.8397,75.8662,0.028301887,0.035550459,0
7719,WEN US EQUITY,9.12,3339.3951,2.0833,0.12,42.9055,1.9407,0.05,2.3008,1.4499,84.8195,0.04587156,0.195175439,1
7720,WEN US EQUITY,8.53,3128.907,2.3447,0.08,40.3399,1.7944,0.05,2.0963,1.3822,83.3593,-0.064692982,0.322391559,1
7721,WEN US EQUITY,8.26,3031.5476,2.4213,0.06,33.5433,1.7485,0.05,1.9762,1.2134,83.6778,-0.031652989,0.047215496,0
7722,WEN US EQUITY,10.9,4007.1478,1.9266,0.08,39.1545,2.3205,0.055,1.6188,0.8396,84.4987,0.207087486,-0.000917431,0
7723,WEN US EQUITY,11.28,4096.5319,1.906,0.11,40.0037,2.3624,0.055,5.2162,4.2567,137.905,0.034862385,-0.147163121,0
7724,WEX US EQUITY,61.72,2398.5626,0,0.78,15.3698,3.227,0,1.1454,1.1383,42.368,-0.04650085,0.242709008,1
7725,WEX US EQUITY,69.72,2695.9608,0,0.37,18.4911,3.5714,0,1.124,1.124,37.2139,0.129617628,0.258605852,1
7726,WEX US EQUITY,75.37,2916.985,0,0.75,25.9699,3.5853,0,0.8177,0.8177,0,0.081038439,0.313918005,1
7727,WEX US EQUITY,87.75,3409.2477,0,1.12,22.1459,3.8789,0,1.185,1.1847,76.3896,0.144067797,0.257207977,1
7728,WEX US EQUITY,99.03,3849.854,0,0.88,26.4429,4.2767,0,1.2218,1.2218,74.2929,0.128547009,-0.001110775,0
7729,WEX US EQUITY,95.05,3696.5539,0,0.94,23.3376,3.9451,0,1.2085,1.2085,71.2424,-0.040189841,0.129510784,1
7730,WEX US EQUITY,104.97,4067.6175,0,1.12,26.0542,4.1288,0,1.2314,1.2314,70.1529,0.104366123,0.085738783,0
7731,WEX US EQUITY,110.32,4275.7067,0,1.92,25.9728,4.1371,0,1.1683,1.1653,106.0289,0.050966943,-0.212835388,0
7732,WEX US EQUITY,98.92,3834.9617,0,1.23,23.7794,3.6288,0,1.4371,1.4061,123.7801,-0.103335751,-0.106348564,0
7733,WEX US EQUITY,107.36,4165.1514,0,0.58,26.6301,4.0116,0,1.3357,1.3126,119.0963,0.085321472,-0.223546945,0
7734,WEX US EQUITY,113.97,4404.8402,0,0.68,28.3764,4.0983,0,1.4081,1.3339,118.9625,0.061568554,-0.221988243,0
7735,WEX US EQUITY,86.84,3356.5738,0,0.83,23.9052,3.1905,0,1.2877,1.2324,116.0219,-0.2380451,0.244702902,1
7736,WEX US EQUITY,88.4,3415.98,0,0.54,23.7515,3.1619,0,1.3491,1.2833,108.7709,0.017964072,0.262443439,1
7737,WEX US EQUITY,83.36,3221.3671,0,0.6,23.3393,2.8923,0,1.3231,1.2669,105.325,-0.057013575,0.241602687,1
7738,WEX US EQUITY,88.67,3431.4445,0,0.32,31.6735,3.0601,0,1.3636,1.306,110.6911,0.063699616,0.175933236,1
7739,WEX US EQUITY,108.09,4617.642,0,0.46,42.9677,3.0666,0,1.1904,1.1466,150.8104,0.219014323,0.0382089,0
7740,WEX US EQUITY,111.6,4769.1805,0,0.12,44.363,3.1662,0,1.1499,1.0975,146.4325,0.032472939,0.265501792,1
7741,WFT US EQUITY,12.63,9594.0553,0,-1.11,19.7866,0.9679,0,1.8505,0.8683,99.5703,-0.163021869,0.084718923,0
7742,WFT US EQUITY,12.68,9632.0365,0,0.09,26.1807,1.1291,0,1.7084,0.8029,99.899,0.003958828,0.208990536,1
7743,WFT US EQUITY,11.19,8557.603,0,-0.16,45.6599,0.9692,0,1.5813,0.7329,97.9134,-0.117507886,0.384271671,1
7744,WFT US EQUITY,15.33,11769.0087,0,0.03,33.9809,1.3811,0,1.475,0.7023,108.3207,0.118978102,0.356816699,1
7745,WFT US EQUITY,15.49,11917.9307,0,-0.35,35.6849,1.4556,0,1.7256,0.6576,106.2294,0.010437052,-0.260813428,0
7746,WFT US EQUITY,17.36,13387.7377,0,-0.05,42.0996,1.6819,0,1.5231,0.7031,117.0744,0.120723047,-0.291474654,0
7747,WFT US EQUITY,23,17770.5392,0,-0.19,45.7495,2.2288,0,1.6752,0.6742,117.0807,0.324884793,-0.466521739,0
7748,WFT US EQUITY,20.8,16070.7485,0,0.1,35.1424,2.0475,0,1.8301,0.7989,109.7834,-0.095652174,-0.592307692,0
7749,WFT US EQUITY,11.45,8860.3921,0,-0.61,19.7123,1.2737,0,1.9727,0.8664,106.9956,-0.449519231,-0.267248908,0
7750,WFT US EQUITY,12.3,9523.6444,0,-0.15,30.0596,1.4581,0,1.7282,0.7155,118.7026,0.074235808,-0.367479675,0
7751,WFT US EQUITY,12.27,9506.2926,0,-0.63,206.1873,1.5407,0,1.7075,0.6937,125.2441,-0.002439024,-0.547677262,0
7752,WFT US EQUITY,8.48,6587.9849,0,-0.22,140.3149,1.1622,0,1.6186,0.637,133.8895,-0.308883456,-0.337264151,0
7753,WHR US EQUITY,61.16,4725.0565,3.2701,1.45,4.0641,1.0814,0.5,1.0358,0.421,56.3918,-0.204267499,0.869849575,1
7754,WHR US EQUITY,82.91,6429.2975,2.4123,0.95,5.7216,1.5153,0.5,1.0384,0.4377,55.1678,0.355624591,0.766252563,1
7755,WHR US EQUITY,101.75,7921.6239,1.9656,1.55,13.32,1.8869,0.5,1.0487,0.4925,56.3545,0.227234351,0.541621622,1
7756,WHR US EQUITY,146.44,11608.219,1.5365,2.46,12.4275,2.4778,0.625,1.0485,0.457,51.0865,0.280517664,-0.005394701,0
7757,WHR US EQUITY,156.86,12312.7118,1.5141,2.31,11.8215,2.4529,0.625,1.0336,0.4982,48.9273,0.071155422,0.235114114,1
7758,WHR US EQUITY,149.46,11580.3597,1.6727,2.06,12.3136,2.257,0.625,1.1749,0.5813,62.8045,-0.047175826,0.351933628,1
7759,WHR US EQUITY,139.22,10823.2004,1.8855,2.29,11.6956,2.0724,0.75,1.1515,0.5177,51.8782,-0.068513315,0.242996696,1
7760,WHR US EQUITY,145.65,11359.5921,1.8881,2.92,11.9695,2.1856,0.75,1.087,0.4998,59.292,0.046185893,0.011053896,0
7761,WHR US EQUITY,193.74,15086.728,1.4839,1.04,17.1256,3.0935,0.75,0.9637,0.4515,75,0.330175077,-0.241922164,0
7762,WHR US EQUITY,202.06,15781.4253,1.4847,2.42,18.2857,3.2638,0.75,1.0438,0.436,80.6233,0.042944152,-0.107492824,0
7763,WHR US EQUITY,173.05,13609.419,1.8203,2.24,15.5608,2.7374,0.9,1.0099,0.4352,81.344,-0.143571216,-0.037041318,0
7764,WHR US EQUITY,147.26,11547.8312,2.2409,2.98,13.1784,2.362,0.9,0.9596,0.4399,83.1232,-0.149032072,0.101181584,1
7765,WHR US EQUITY,146.87,11484.4167,2.349,2.31,11.9421,2.3844,0.9,0.8877,0.4264,70.4618,-0.002648377,0.237625111,1
7766,WHR US EQUITY,180.34,13944.6427,1.9962,1.94,14.0803,2.8806,0.9,0.9087,0.3907,87.9389,0.227888609,-0.049961184,0
7767,WHR US EQUITY,166.64,12659.1172,2.2204,4.2,12.0969,2.5653,1,0.9821,0.4405,89.4737,-0.075967617,0.149903985,1
7768,WHR US EQUITY,162.16,12234.0436,2.3434,3.14,11.6586,2.4305,1,0.9869,0.4605,90.3134,-0.026884301,0.137395165,1
7769,WHR US EQUITY,181.77,13652.412,2.0906,2.4,13.0684,2.7244,1,0.9578,0.4954,78.0377,0.120929946,-0.072234142,0
7770,WLK US EQUITY,26.13,3481.4672,0.5451,0.865,12.8447,1.8687,0.0369,5.8294,4.4915,39.164,-0.193394042,0.84481439,1
7771,WLK US EQUITY,36.53,4866.2346,0.404,0.65,17.0525,2.4926,0.0938,5.5065,4.361,37.5588,0.39800995,0.432521215,1
7772,WLK US EQUITY,39.65,5289.167,5.3879,0.715,14.0135,2.8337,1.9688,4.3949,3.2639,40.7936,0.085409253,0.539344262,1
7773,WLK US EQUITY,52.33,6992.6338,4.3355,1.275,13.0499,3.0852,0.1125,3.7969,2.6449,33.7232,0.085572036,0.654691382,1
7774,WLK US EQUITY,61.035,8150.7122,0.6758,1.28,13.3556,3.3646,0.1125,4.0732,2.7883,31.5835,0.166348175,0.000901122,0
7775,WLK US EQUITY,66.18,8824.0037,0.672,1.18,13.7019,3.4378,0.126,4.6877,3.329,29.7406,0.084295896,0.087035358,0
7776,WLK US EQUITY,83.76,11176.0195,0.5695,1.27,16.8193,4.0984,0.126,4.7102,3.4382,28.0028,0.265639166,-0.181112703,0
7777,WLK US EQUITY,86.59,11558.6168,0.6115,1.26,17.2677,4.0779,0.165,3.4063,2.4536,24.4677,0.033787011,-0.400739115,0
7778,WLK US EQUITY,61.09,8130.0176,0.9527,1.38,11.8435,2.7884,0.165,3.7442,2.6772,23.8608,-0.294491281,-0.110820101,0
7779,WLK US EQUITY,71.94,9557.8003,0.8632,1.1,14.1668,3.2076,0.165,4.4178,3.2432,23.3594,0.17760681,-0.356408118,0
7780,WLK US EQUITY,68.59,9113.0004,0.9622,1.55,13.0847,2.8995,0.165,4.0516,3.039,22.3593,-0.046566583,-0.374252807,0
7781,WLK US EQUITY,51.89,6846.2836,1.3037,1.39,9.7703,2.1068,0.1815,4.2036,3.2325,21.708,-0.243475725,0.031027173,0
7782,WLK US EQUITY,54.32,7097.027,1.2758,0.85,11.4661,2.1659,0.1815,4.1619,3.075,21.2847,0.046829832,0.030743741,0
7783,WLK US EQUITY,46.3,6032.462,1.5324,0.94,10.1415,1.7709,0.1815,4.3301,3.144,20.4702,-0.147643594,0.426565875,1
7784,WLK US EQUITY,42.92,5592.7466,1.6915,0.85,9.8209,1.6072,0.1815,3.5317,2.6063,20.2934,-0.07300216,0.542637465,1
7785,WLK US EQUITY,53.5,6889.9087,1.374,0.51,13.0385,1.9944,0.1906,2.0087,1.0698,96.2462,0.246505126,0.553084112,1
7786,WLK US EQUITY,55.99,7217.2867,1.3129,0.76,13.6453,2.0872,0.1906,2.0356,1.0728,94.5173,0.046542056,0.902661189,1
7787,WLL US EQUITY,164.48,4836.4438,0,5.12,9.9639,1.5517,0,0.5954,0.5527,43.295,-0.242725599,0.120865759,1
7788,WLL US EQUITY,189.52,5573.3805,0,2.8,12.2311,1.7036,0,0.6015,0.5692,47.5187,0.152237354,0.26319122,1
7789,WLL US EQUITY,173.48,5101.6782,0,2.76,12.4599,1.4809,0,0.6035,0.57,52.126,-0.084634867,0.42656214,1
7790,WLL US EQUITY,239.4,7101.4528,0,6.88,14.1312,1.8294,0,1.4172,1.4033,74.6516,0.298546322,0.295739348,1
7791,WLL US EQUITY,247.48,7341.1343,0,-2,14.2766,1.9175,0,1.3754,1.3381,69.1697,0.033751044,-0.466623566,0
7792,WLL US EQUITY,277.56,8370.0994,0,3.68,15.579,2.0986,0,1.131,1.0786,67.3266,0.121545175,-0.554690878,0
7793,WLL US EQUITY,321,9546.4646,0,5.08,16.4414,2.3351,0,0.7787,0.7345,64.7651,0.156506701,-0.581308411,0
7794,WLL US EQUITY,310.2,9227.0513,0,5.32,16.2162,2.1704,0,0.6153,0.5788,64.5987,-0.03364486,-0.803094778,0
7795,WLL US EQUITY,132,5541.718,0,-10.76,7.7042,0.9671,0,0.7261,0.5351,98.2351,-0.574468085,-0.713939394,0
7796,WLL US EQUITY,123.6,6318.6667,0,-2.52,10.9998,0.921,0,0.8657,0.6934,77.1197,-0.063636364,-0.741747573,0
7797,WLL US EQUITY,134.4,6858.6067,0,-2.92,26.1862,1.0238,0,0.744,0.641,78.1975,0.087378641,-0.724404762,0
7798,WLL US EQUITY,61.08,3117.2595,0,-36.56,11.3707,0.6438,0,0.7307,0.5134,108.3428,-0.545535714,-0.427635887,0
7799,WLTW US EQUITY,96.662,6332.4198,2.8775,1.6424,12.6841,2.3688,0.7152,1.0925,0.1227,88.934,0.043167642,0.117566365,1
7800,WLTW US EQUITY,97.8011,6392.1846,2.8711,0.3973,12.8799,2.3798,0.7152,1.0929,0.1202,88.1764,0.011784362,0.173618702,1
7801,WLTW US EQUITY,88.821,5798.5274,3.221,-12.3178,12.904,3.4168,0.7152,1.0691,0.1406,136.4058,-0.091820031,0.336414812,1
7802,WLTW US EQUITY,114.7812,7594.7521,2.5617,-0.3973,15.9014,3.7946,0.7417,1.0867,0.1587,113.9228,0.062531127,-0.044542138,0
7803,WLTW US EQUITY,116.9004,7900.2228,2.5833,3.6291,17.0393,3.2384,0.7947,1.1138,0.1867,93.932,-0.015175014,0.091773852,0
7804,WLTW US EQUITY,114.7017,7732.6442,2.679,0.6887,18.8072,3.1686,0.7947,1.0991,0.1714,94.1105,-0.018808319,0.083140878,0
7805,WLTW US EQUITY,109.6686,7385.1407,2.8502,-0.106,19.2659,3.2513,0.7947,1.0819,0.1676,101.7598,-0.043879908,-0.010386747,0
7806,WLTW US EQUITY,118.7017,7935.6386,2.2612,1.13,20.1453,4.0313,0.3,1.0615,0.1644,111.181,0.082367241,0.083909498,0
7807,WLTW US EQUITY,127.6288,8647.3249,2.1238,3.0993,22.6918,3.7643,0.8212,1.0739,0.1567,97.1754,0.075206168,-0.07027254,0
7808,WLTW US EQUITY,124.2381,8409.9373,2.2031,1.0331,19.917,3.5201,0.8212,1.0361,0.1368,99.1736,-0.026566888,0.000578727,0
7809,WLTW US EQUITY,108.5295,7360.7948,2.5453,1.72,13.5984,3.0751,0.82,1.0381,0.1318,101.3002,-0.126439474,0.223354019,1
7810,WLTW US EQUITY,128.6619,8753.0098,2.5512,-0.35,15.7142,3.9625,0.82,0.9767,0.1398,135.3502,0.185501638,-0.049602097,0
7811,WLTW US EQUITY,118.66,16395.4964,2.4787,1.76,16.3235,1.473,0.48,1.0212,0.2112,34.4369,-0.077737854,0.103067588,1
7812,WLTW US EQUITY,124.31,17209.5753,2.0915,0.52,18.7257,1.5571,0.48,1.0564,0.2175,33.8879,0.047615035,0.170139168,1
7813,WLTW US EQUITY,132.77,18328.9961,1.7022,-0.23,26.5203,1.6922,0.48,1.0363,0.1977,34.5627,0.068055667,0.161632899,1
7814,WLTW US EQUITY,122.28,16721.3515,1.8482,0.25,24.4249,1.5585,0.48,1.0316,0.2206,37.7663,-0.079008812,0.232335623,1
7815,WM US EQUITY,33.4,15461.1707,4.1168,0.45,15.8269,2.5094,0.355,0.77,0.6059,151.4722,-0.044622426,0.20748503,1
7816,WM US EQUITY,32.08,14870.9342,4.3329,0.46,15.1456,2.4081,0.355,0.8343,0.6771,151.1192,-0.039520958,0.28553616,1
7817,WM US EQUITY,33.74,15651.9559,4.2087,0.48,16.3147,2.465,0.355,0.7981,0.636,148.5543,0.051745636,0.329875519,1
7818,WM US EQUITY,41.24,19332.3311,3.516,0.62,18.851,2.8845,0.365,0.8445,0.6667,143.3927,0.022563848,0.152521823,1
7819,WM US EQUITY,44.87,21052.3829,3.2538,-1.29,22.4521,3.6506,0.365,0.8291,0.6417,170.3765,0.088021339,0.143748607,1
7820,WM US EQUITY,42.07,19570.6294,3.4942,0.49,20.28,3.4121,0.375,0.7551,0.5958,168.8028,-0.062402496,0.289042073,1
7821,WM US EQUITY,44.73,20815.6518,3.3087,0.45,21.2433,3.5604,0.375,0.7903,0.6198,159.3786,0.063227953,0.036217304,0
7822,WM US EQUITY,47.53,22168.0671,3.1349,0.59,21.9862,4.057,0.375,1.0863,0.4819,179.4808,0.062597809,0.047969703,0
7823,WM US EQUITY,51.32,23500.5036,2.9228,1.29,21.1427,4.0116,0.375,1.0118,0.8304,160.214,0.079739112,0.03994544,0
7824,WM US EQUITY,54.23,24815.0956,2.7844,-0.28,22.3914,4.4696,0.385,1.1513,0.7769,165.148,0.05670304,0.087958694,0
7825,WM US EQUITY,46.35,21220.0564,3.2794,0.6,18.2725,3.8884,0.385,1.0307,0.7473,168.4113,-0.145307026,0.429773463,1
7826,WM US EQUITY,49.81,22526.5923,3.0717,0.75,19.49,4.248,0.385,0.9824,0.6892,172.1514,0.074649407,0.280064244,1
7827,WM US EQUITY,53.37,23829.4542,2.8855,0.61,20.2161,4.4651,0.385,0.9343,0.6327,166.3685,0.071471592,0.328649054,1
7828,WM US EQUITY,59,26233.7519,2.6525,0.58,22.6427,4.9601,0.41,0.8992,0.6391,180.7156,0.105489976,0.235932203,1
7829,WM US EQUITY,66.27,29441.2201,2.3993,0.65,25.0344,5.621,0.41,0.8111,0.6019,182.2877,0.123220339,0.106835672,1
7830,WM US EQUITY,63.76,28200.3428,2.5329,0.68,23.3075,5.2588,0.41,0.8607,0.6554,172.0416,-0.037875358,0.227572146,1
7831,WM US EQUITY,70.91,31342.4386,2.2775,0.76,25.9212,5.8485,0.41,0.8504,0.6199,175,0.112139272,0.217035679,1
7832,WMB US EQUITY,28.82,18031.3023,3.1532,0.21,21.2049,8.8391,0.3,1.2958,1.0131,160.6007,-0.064589419,0.126648161,1
7833,WMB US EQUITY,34.97,21907.5652,2.8846,0.25,26.9207,7.3932,0.3125,1.422,1.1748,158.8049,0.213393477,0.039748356,0
7834,WMB US EQUITY,32.74,22068.9102,3.6538,0.23,28.4604,4.6919,0.325,1.2421,0.9858,144.5537,-0.063768945,0.17806964,1
7835,WMB US EQUITY,36.36,24840.9682,3.8023,0.21,40.9315,5.019,0.3663,0.8543,0.6337,119.9531,0.119802895,0.522277228,1
7836,WMB US EQUITY,38.57,26359.8336,3.727,-0.02,41.1916,5.416,0.38,0.8487,0.646,129.7949,0.060781078,0.165154265,1
7837,WMB US EQUITY,40.58,27773.6614,3.6995,0.2,48.1449,6.0219,0.4025,0.8545,0.6642,147.4131,0.052113041,0.246673238,1
7838,WMB US EQUITY,58.21,43482.2092,2.7036,0.15,76.3908,5.5301,0.425,0.8844,0.5993,136.6381,0.434450468,-0.014086927,0
7839,WMB US EQUITY,55.35,41363.7063,3.1933,2.24,75.4132,4.5291,0.56,0.6476,0.3965,101.2572,-0.049132451,-0.334236676,0
7840,WMB US EQUITY,44.94,33590.9713,4.3558,0.26,81.3588,3.8248,0.57,0.7363,0.4721,106.9899,-0.188075881,-0.428126391,0
7841,WMB US EQUITY,50.59,37836.0831,4.2202,0.09,89.2622,4.6081,0.58,0.6961,0.4674,114.8613,0.125723186,-0.68234829,0
7842,WMB US EQUITY,57.39,42982.8997,4.0077,0.15,118.7825,5.4219,0.59,0.3785,0.2511,122.0907,0.134413916,-0.623105071,0
7843,WMB US EQUITY,36.85,27627.9119,6.4586,-0.05,46.8208,3.7364,0.64,0.3276,0.2149,129.8576,-0.357902074,-0.166078697,0
7844,WMB US EQUITY,25.7,19268.953,9.5331,-0.95,14.2431,3.131,0.64,0.6115,0.4569,150.9214,-0.302578019,0.211673152,1
