Count,Company,PX_LAST,CUR_MKT_CAP,AVERAGE_DIVIDEND_YIELD,IS_EPS,PE_RATIO,PX_TO_BOOK_RATIO,EQY_DPS,CUR_RATIO,QUICK_RATIO,TOT_DEBT_TO_TOT_EQY,return_quarter,return_year,ten_percent_or_greater
4296,LII US EQUITY,107.69,4845.5817,1.17,1.8,23.0399,87.0425,0.36,1.4317,0.7308,1874.9556,-0.035813412,0.324171232,1
4297,LII US EQUITY,113.33,5103.0993,1.1647,1.78,22.3258,52.6343,0.36,1.3498,0.6712,941.5385,0.052372551,0.385599576,1
4298,LII US EQUITY,124.9,5627.3891,1.1049,0.25,21.4162,55.1415,0.36,1.1389,0.5605,729.4291,0.102091238,0.226341073,1
4299,LII US EQUITY,142.6,6218.284,1.0589,2.54,21.1319,200.8419,0.43,1.1314,0.6219,3424.2038,0.054811746,0.287798036,1
4300,LII US EQUITY,157.03,6826.5154,1.0062,2.35,21.595,283.9984,0.43,0.9818,0.5203,4363.2231,0.101192146,0.139718525,1
4301,LII US EQUITY,153.17,6593.6318,1.0315,0.94,21.0641,277.0174,0.43,1.132,0.5852,2284.7368,-0.02458129,0.359665731,1
4302,LKQ US EQUITY,16.6825,4918.625,0,0.11,34.8341,2.8183,0,2.8137,0.8282,55.1596,0.070420276,0.543533643,1
4303,LKQ US EQUITY,18.475,5473.7989,0,0.18,44.3189,3.0146,0,2.7907,0.7989,51.9869,0.107447924,0.725033829,1
4304,LKQ US EQUITY,21.1,6271.3929,0,0.21,34.0499,3.1993,0,2.8371,0.7615,56.9463,0.142083897,0.559241706,1
4305,LKQ US EQUITY,31.87,9564.8165,0,0.24,31.3383,4.2493,0,2.608,0.85,58.2073,0.237669903,-0.165673047,0
4306,LKQ US EQUITY,32.9,9890.3998,0,0.26,30.2575,4.2099,0,2.6548,0.8977,55.5475,0.032318795,-0.145288754,0
4307,LKQ US EQUITY,26.35,7951.4567,0,0.35,22.9803,3.2184,0,2.6981,0.8899,70.041,-0.199088146,-0.029981025,0
4308,LKQ US EQUITY,26.69,8056.643,0,0.35,21.7964,3.0991,0,2.9868,0.9782,74.9784,0.012903226,0.133195954,1
4309,LKQ US EQUITY,26.59,8047.7684,0,0.3,20.7532,3.0204,0,3.0407,1.1072,71.1491,-0.003746722,0.066566378,0
4310,LKQ US EQUITY,28.12,8521.3606,0,0.27,22.1855,3.1364,0,3.0029,0.9618,67.8567,0.057540429,0.053698435,0
4311,LKQ US EQUITY,25.56,7773.3664,0,0.35,19.6739,2.7967,0,3.0262,1.0624,62.399,-0.091038407,0.249217527,1
4312,LKQ US EQUITY,30.245,9200.2525,0,0.39,22.4625,3.1169,0,3.2664,1.0941,57.2576,0.18329421,0.048107125,0
4313,LKQ US EQUITY,28.36,8647.5974,0,0.33,20.5677,2.8528,0,2.9925,0.9576,52.9266,-0.062324351,0.250352609,1
4314,LKQ US EQUITY,29.63,9051.6006,0,0.31,20.5896,2.9069,0,3.1128,0.901,50.8785,0.044781382,0.03442457,0
4315,LKQ US EQUITY,31.93,9779.3986,0,0.37,21.3122,3.026,0,2.8529,1.0595,87.143,0.07762403,-0.083307235,0
4316,LKQ US EQUITY,31.7,9721.7267,0,0.46,19.8029,2.9402,0,2.8231,1.0856,100.8411,-0.007203257,0.039432177,0
4317,LKQ US EQUITY,35.46,10890.0357,0,0.4,21.8348,3.1814,0,2.8677,1.0713,95.241,0.118611987,0.014946418,0
4318,LKQ US EQUITY,30.65,9425.1996,0,0.28,18.873,2.7498,0,2.9465,0.8985,97.0613,-0.135645798,0.326916803,1
4319,LLL US EQUITY,70.9823,7210.5351,2.6767,2.11,7.8521,1.009,0.5,1.943,0.638,60.1458,0.045782824,0.20790676,1
4320,LLL US EQUITY,71.71,6923.8874,2.7193,2,7.891,1.179,0.5,1.9333,0.5723,66.3814,0.010251852,0.317807837,1
4321,LLL US EQUITY,76.62,7206.7776,2.6103,2.28,9.2509,1.2674,0.5,1.7687,0.5171,65.47,0.068470227,0.39467502,1
4322,LLL US EQUITY,106.86,9470.5132,2.0588,2.1,12.6205,1.5335,0.55,1.8069,0.584,59.9406,0.130793651,0.181078046,1
4323,LLL US EQUITY,126.21,10744.6604,1.9016,2.41,16.3278,1.9592,0.6,2.1507,0.4727,73.4888,0.061301715,-0.053086126,0
4324,LLL US EQUITY,119.51,9368.118,2.1756,-2.11,17.1785,2.1441,0.65,1.47,0.331,81.8695,0.143417528,0.27278052,1
4325,LLL US EQUITY,152.11,11825.9388,1.8079,2.43,18.8969,2.5759,0.7,1.7808,0.4845,71.9074,0.009155444,0.300703438,1
4326,LLY US EQUITY,42.91,49793.4198,4.5677,0.83,10.7168,3.3567,0.49,1.862,1.2763,38.5053,0.065689805,0.14472151,1
4327,LLY US EQUITY,47.41,55015.7747,4.1341,1.18,12.807,3.8445,0.49,2.0169,1.4598,34.3777,0.10487066,0.061590382,0
4328,LLY US EQUITY,49.32,57233.518,3.974,0.74,13.0772,3.8201,0.49,1.5542,1.0739,37.4397,0.040286859,0.03406326,0
4329,LLY US EQUITY,50.33,56703.6813,3.8943,1.11,11.9065,3.3578,0.49,1.6347,1.0908,31.267,0.02463355,0.288495927,1
4330,LLY US EQUITY,51,57459.1326,3.8431,0.67,12.3862,3.2304,0.49,1.4697,0.9875,29.5504,0.01331214,0.352745098,1
4331,LLY US EQUITY,58.86,65908.9161,3.3299,0.68,16.1942,3.5931,0.49,1.9662,1.2378,28.6909,0.154117647,0.234284743,1
4332,LLY US EQUITY,62.17,69596.2718,3.1526,0.68,19.8103,3.8626,0.49,1.7738,1.1199,29.5157,0.056235134,0.342930674,1
4333,LLY US EQUITY,64.85,72457.4465,3.0224,0.47,24.6473,4.0865,0.49,1.5988,1.0352,31.7014,0.043107608,0.290516577,1
4334,LLY US EQUITY,68.99,76815.5226,2.841,0.4,27.0134,4.9841,0.49,1.2245,0.8161,52.1279,0.06383963,0.221336426,1
4335,LLY US EQUITY,72.65,80714.5136,2.7116,0.5,27.6193,5.4037,0.5,1.4075,0.8688,55.0008,0.053051167,-0.00880936,0
4336,LLY US EQUITY,83.49,92652.2835,2.3715,0.57,30.2651,6.3088,0.5,1.4998,0.9194,54.3977,0.149208534,-0.056773266,0
4337,LLY US EQUITY,83.69,92773.7567,2.3778,0.75,28.5001,6.0924,0.5,1.5135,0.915,53.008,0.002395496,-0.040984586,0
4338,LLY US EQUITY,84.26,93366.5291,2.3736,0.45,28.5405,6.3913,0.5,1.5279,0.9577,54.6836,0.00681085,-0.127106575,0
4339,LLY US EQUITY,72.01,79534.4912,2.7913,0.42,24.4844,5.2957,0.51,1.5958,0.8945,54.0667,-0.145383337,0.168032218,1
4340,LLY US EQUITY,78.75,86927.1666,2.5651,0.71,26.9476,5.9388,0.51,1.5447,0.9347,63.6679,0.093598111,0.045079365,0
4341,LLY US EQUITY,80.26,88594.47,2.5293,0.74,27.7305,5.6836,0.51,1.6181,0.9744,59.8676,0.019174603,0.065786195,0
4342,LLY US EQUITY,73.55,81195.3932,2.76,0.73,25.4121,5.2084,0.51,1.3745,0.9133,73.1877,-0.083603289,0.148334466,1
4343,LMT US EQUITY,93.38,30293.9932,4.0158,2.25,10.8393,13.745,1,1.2465,0.8746,267.1581,0.072347267,0.365924181,1
4344,LMT US EQUITY,92.29,29863.8814,4.4967,1.76,10.9393,759.6177,1.15,1.1399,0.6961,16174.359,-0.011672735,0.610792068,1
4345,LMT US EQUITY,127.55,40935.4613,3.6064,2.72,13.6139,31.9931,1.15,1.1485,0.7793,482.0673,0.176009589,0.433006664,1
4346,LMT US EQUITY,148.66,47616.8759,3.2154,1.53,14.8991,9.6426,1.33,1.1987,0.76,125.0915,0.165503724,0.29537199,1
4347,LMT US EQUITY,163.24,52470.2768,3.0385,2.92,15.6068,10.7935,1.33,1.1867,0.7936,128.1667,0.098076147,0.243322715,1
4348,LMT US EQUITY,160.73,51012.0124,3.1979,2.81,15.1925,11.8115,1.33,1.166,0.8125,142.834,-0.015376133,0.156598022,1
4349,LMT US EQUITY,182.78,58012.1843,2.9106,2.81,16.9719,12.6246,1.33,1.1278,0.7454,134.7836,0.137186586,0.134205055,1
4350,LMT US EQUITY,192.57,60837.7102,2.8509,2.87,16.6818,17.7844,1.5,1.1089,0.659,180.6471,0.053561659,0.127641896,1
4351,LMT US EQUITY,202.96,64192.5044,2.7887,2.78,17.7316,18.1488,1.5,1.3156,0.8672,238.75,0.053954406,0.091348049,0
4352,LMT US EQUITY,185.9,58513.9823,3.1361,2.98,15.9558,19.3589,1.5,1.2109,0.8132,281.7572,-0.084055972,0.334965035,1
4353,LMT US EQUITY,217.15,66729.2182,2.8321,3.05,19.615,21.2452,1.65,1.0471,0.5995,492.7672,0.047465149,0.151001612,1
4354,LMT US EQUITY,249.94,73226.7603,2.6406,3.39,21.0805,31.3097,1.82,1.2046,0.8004,889.2902,0.042633072,0.284508282,1
4355,LNT US EQUITY,22.785,5056.5428,3.7854,0.3,16.5159,1.6869,0.225,0.9615,0.3516,90.5535,0.051939058,0.106429669,1
4356,LNT US EQUITY,21.695,4815.2529,4.0332,0.68,14.9889,1.5974,0.225,1.0879,0.4595,87.2728,-0.04783849,0.141968195,1
4357,LNT US EQUITY,21.955,4873.4566,4.0993,0.31,15.2954,1.5546,0.225,0.9748,0.3989,100.413,0.011984328,0.17513095,1
4358,LNT US EQUITY,24.775,5497.259,3.7538,0.71,15.0455,1.6828,0.235,0.836,0.3316,97.7512,-0.017255058,0.118264379,1
4359,LNT US EQUITY,25.8,5724.6935,3.6434,0.295,15.8606,1.7446,0.235,0.7055,0.3371,103.804,0.041372351,0.287209302,1
4360,LNT US EQUITY,28.405,6302.71,3.3797,0.485,16.0935,1.8917,0.255,0.6763,0.3692,100.7783,0.100968992,0.10895969,1
4361,LNT US EQUITY,30.43,6751.6367,3.2205,0.28,17.0955,2.023,0.255,0.5828,0.2874,103.0431,0.071290266,-0.051593822,0
4362,LNT US EQUITY,27.705,6146.9458,3.6095,0.69,15.6969,1.7892,0.255,0.5524,0.2348,100.2419,-0.089549786,0.055585634,0
4363,LNT US EQUITY,33.21,7368.3476,3.0714,0.27,19.1412,2.1428,0.255,0.8587,0.3986,107.3644,0.198700596,-0.059771153,0
4364,LNT US EQUITY,31.5,7130.0084,3.3016,0.435,18.6944,1.9787,0.275,0.8926,0.4488,100.8529,-0.051490515,0.179047619,1
4365,LNT US EQUITY,28.86,6521.0464,3.6729,0.3,16.5895,1.8056,0.275,1.0528,0.3551,101.3109,-0.083809524,0.375606376,1
4366,LNT US EQUITY,29.245,6624.7895,3.6929,0.79,15.7881,1.7704,0.275,1.0978,0.5718,100.5524,0.013340263,0.309967516,1
4367,LNT US EQUITY,31.225,7079.3587,3.0825,0.075,18.7663,3.8052,0.1375,0.6083,0.2968,101.817,0.067703881,0.213450761,1
4368,LNT US EQUITY,37.14,8435.4338,2.642,0.43,22.3886,2.2407,0.2938,0.5699,0.2932,102.1415,0.189431545,0.066505116,0
4369,LNT US EQUITY,39.7,9016.8746,2.5189,0.37,23.4326,2.3812,0.2938,0.5114,0.2351,103.3282,0.068928379,0.011838791,0
4370,LNT US EQUITY,38.31,8709.1556,2.6592,0.57,19.8948,2.2584,0.2938,0.6995,0.4207,107.6396,-0.035012594,0.085095275,0
4371,LNT US EQUITY,37.89,8619.9912,2.6887,0.28,19.6767,2.2337,0.2938,0.7548,0.4316,112.3658,-0.010963195,0.124571127,1
4372,LOGM US EQUITY,30.52,751.6679,0,0.02,85.3157,4.6511,0,2.7023,2.6396,0,-0.133692875,-0.198558322,0
4373,LOGM US EQUITY,22.43,555.0685,0,0.03,73.4132,3.3174,0,2.6504,2.5867,0,-0.265072084,0.384306732,1
4374,LOGM US EQUITY,22.41,555.8464,0,0.09,70.6385,3.0118,0,2.5708,2.4951,0,-0.000891663,0.497099509,1
4375,LOGM US EQUITY,31.05,753.4937,0,0,252.0865,4.3707,0,2.2161,2.0984,0,0.26941946,0.48373591,1
4376,LOGM US EQUITY,33.55,812.6176,0,-0.02,6103.3291,4.8325,0,1.9459,1.858,0,0.080515298,0.470640835,1
4377,LOGM US EQUITY,44.89,1086.7446,0,0.04,542.9826,6.2774,0,1.827,1.7422,0,0.338002981,0.247271107,1
4378,LOGM US EQUITY,46.62,1131.9581,0,0.05,261.5545,6.3258,0,1.8534,1.7615,0,0.03853865,0.383311883,1
4379,LOGM US EQUITY,46.07,1134.1422,0,0.09,160.3422,6.5807,0,1.6715,1.5769,0,-0.011797512,0.479487736,1
4380,LOGM US EQUITY,49.34,1203.0476,0,0.14,111.4864,6.9305,0,1.6706,1.5878,0,0.070978945,0.359951358,1
4381,LOGM US EQUITY,55.99,1369.737,0,0.02,101.7556,7.6817,0,1.5651,1.4463,0,0.134779084,-0.098767637,0
4382,LOGM US EQUITY,64.49,1587.9774,0,0.1,108.5133,8.9663,0,1.5596,1.4773,0,0.151812824,-0.016436657,0
4383,LOGM US EQUITY,68.16,1694.5938,0,0.22,93.3782,8.9979,0,1.5964,1.5155,0,0.056908048,0.326144366,1
4384,LOGM US EQUITY,67.1,1681.6071,0,0.25,78.9362,8.1143,0,1.3411,1.2731,28.8724,-0.015551643,0.438897168,1
4385,LOGM US EQUITY,50.46,1266.5333,0,-0.04,68.7108,6.1412,0,1.2624,1.1841,25.4237,-0.247988077,0.932223543,1
4386,LOGM US EQUITY,63.43,1585.6149,0,0.1,74.2598,7.8329,0,1.2266,1.1578,21.9436,0.257035275,0.647485417,1
4387,LOGM US EQUITY,90.39,2287.4678,0,-0.03,106.1405,11.7292,0,1.1891,1.1194,19.0857,0.425035472,0.217501936,1
4388,LOGM US EQUITY,96.55,2460.7595,0,0.07,113.3739,12.5286,0,1.1026,1.075,15.2971,0.068149132,0.185914034,1
4389,LPI US EQUITY,18.16,2328.9347,0,0.09,32.6596,2.8013,0,0.5244,0.4467,146.2939,-0.173794359,0.524779736,1
4390,LPI US EQUITY,29.68,4229.4892,0,0.09,60.4641,3.5414,0,1.698,1.6508,87.9737,0.443579767,-0.244946092,0
4391,LPI US EQUITY,27.69,3949.0999,0,0.48,53.6447,3.1052,0,1.2112,1.0847,82.6514,-0.067048518,-0.626218852,0
4392,LPI US EQUITY,25.86,3688.1223,0,0,29.0185,2.9126,0,2.5075,2.4214,117.7076,-0.066088841,-0.495746326,0
4393,LPI US EQUITY,30.98,4451.5839,0,-0.13,35.4634,3.5221,0,1.5855,1.4798,118.7541,0.197989172,-0.593931569,0
4394,LPI US EQUITY,22.41,3221.7165,0,0.59,23.7274,2.3774,0,0.5986,0.5014,116.3626,-0.276630084,-0.579205712,0
4395,LPI US EQUITY,10.35,1487.1418,0,1.42,11.7336,0.9513,0,0.8594,0.3676,115.2312,-0.53815261,-0.228019324,0
4396,LPI US EQUITY,13.04,2788.5774,0,0,77.341,1.2026,0,1.0098,0.7606,79.825,0.259903382,-0.391871166,0
4397,LPI US EQUITY,12.58,2690.589,0,-1.88,127.3679,1.3951,0,1.0151,0.5416,73.8745,-0.035276074,-0.166931638,0
4398,LPI US EQUITY,9.43,2016.793,0,-4.01,91.8304,1.8522,0,1.2877,0.6074,130.0257,-0.250397456,0.367974549,1
4399,LPNT US EQUITY,40.98,1998.4799,0,0.85,10.4541,0.9954,0,2.5653,1.764,76.5279,0.039046653,0.191800878,1
4400,LPNT US EQUITY,42.78,2091.2361,0,0.4,10.8108,1.0163,0,2.175,1.4215,77.502,0.043923865,0.089995325,0
4401,LPNT US EQUITY,37.75,1862.9058,0,0.7756,9.9108,0.864,0,2.0798,1.3572,81.3222,-0.117578308,0.399735099,1
4402,LPNT US EQUITY,46.63,2216.7107,0,0.7,16.6312,1.0153,0,1.0796,0.7285,78.1932,-0.045249795,0.483808707,1
4403,LPNT US EQUITY,52.84,2484.3385,0,0.77,19.2966,1.1271,0,1.5101,1.1685,103.6817,0.133176067,0.360900833,1
4404,LPNT US EQUITY,54.55,2572.7784,0,0.81,19.9785,1.151,0,1.3971,1.0587,107.3025,0.032361847,0.346471127,1
4405,LPNT US EQUITY,62.1,2762.1395,0,0.88,20.2252,1.3046,0,2.7801,2.0049,98.3267,0.138405133,0.400161031,1
4406,LPNT US EQUITY,69.19,3123.3395,0,0.61,22.0607,1.4362,0,2.3643,1.6756,96.8995,0.114170692,0.024714554,0
4407,LPNT US EQUITY,71.91,3255.5542,0,0.5,20.8175,1.4876,0,2.0974,1.6185,96.5007,0.039312039,0.020720345,0
4408,LPNT US EQUITY,73.45,3246.3897,0,0.88,19.9756,1.4961,0,2.3006,1.7269,96.6528,0.021415658,-0.057181756,0
4409,LPNT US EQUITY,86.95,3852.5921,0,1.05,22.661,1.7244,0,2.4191,1.9302,93.8259,0.183798502,-0.248188614,0
4410,LPNT US EQUITY,70.9,3148.564,0,0.99,17.4722,1.3814,0,2.0793,1.6584,92.7173,-0.184588844,-0.164598025,0
4411,LPNT US EQUITY,73.4,3194.7508,0,1.22,17.9957,1.3985,0,2.0462,1.6611,110.6284,0.035260931,-0.226158038,0
4412,LPNT US EQUITY,69.25,2986.98,0,0.5,17.6552,1.3158,0,1.7152,1.3479,112.3489,-0.05653951,-0.054151625,0
4413,LPNT US EQUITY,65.37,2838.0987,0,0.39,18.1,1.2337,0,1.9361,1.5711,120.7605,-0.056028881,0.027229616,0
4414,LPNT US EQUITY,59.23,2527.4965,0,0.94,16.6343,1.0996,0,1.8032,1.4519,123.4184,-0.093926878,-0.022454837,0
4415,LPNT US EQUITY,56.8,2280.8559,0,1.1,15.9518,1.0545,0,1.6687,1.2799,124.4311,-0.041026507,-0.123239437,0
4416,LRCX US EQUITY,51.2,8353.2789,0,0.52,33.611,1.8346,0,2.7973,2.2594,33.0873,0.154713577,0.458984375,1
4417,LRCX US EQUITY,54.45,8842.2393,0,0.92,24.5495,1.8924,0,2.7907,2.2541,32.2521,0.063476563,0.457116621,1
4418,LRCX US EQUITY,55,8927.19,0,1.01,18.2877,1.8533,0,2.8828,2.316,31.4594,0.01010101,0.277,1
4419,LRCX US EQUITY,67.58,10956.7715,0.2664,1.44,19.3196,2.1814,0.18,3.0238,2.4439,30.1968,0.228727273,0.203758508,1
4420,LRCX US EQUITY,74.7,12134.3559,0.4819,0.87,20.167,2.4344,0.18,2.9325,2.3454,31.1982,0.105356614,-0.125435074,0
4421,LRCX US EQUITY,70.235,11189.5664,1.0251,1.3,17.5597,2.1838,0.18,3.4934,2.8795,49.6826,-0.114759264,0.176051826,1
4422,LRCX US EQUITY,81.35,12879.7671,1.0326,0.83,19.4549,2.5272,0.3,2.3831,1.9648,51.0046,0.158254432,0.033312846,0
4423,LSTR US EQUITY,51.72,2428.2955,0.4157,0.76,20.4427,7.3955,0.055,1.6675,1.4514,43.0258,-0.103950104,-0.004253674,0
4424,LSTR US EQUITY,47.28,2205.5646,0.4653,0.71,17.7079,6.3422,0.06,1.6629,1.4698,39.2623,-0.085846868,0.184010152,1
4425,LSTR US EQUITY,52.46,2437.79,1.3915,0.73,19.146,6.4215,0.56,1.7191,1.5061,38.9475,0.109560068,0.095120091,0
4426,LSTR US EQUITY,55.98,2558.2711,1.0004,0.64,22.3028,6.0465,0,1.6786,1.4196,34.246,0.086990291,0.289567703,1
4427,LSTR US EQUITY,59.22,2694.4594,0.6923,0.61,24.4711,6.0068,0.06,1.7499,1.4926,24.9253,0.030809399,0.119554205,1
4428,LSTR US EQUITY,64,2876.9912,0.7344,0.8,24.8062,6.2171,0.06,1.8089,1.585,26.0852,0.080715974,0.04484375,0
4429,LSTR US EQUITY,72.19,3226.0713,0.748,0.82,25.9676,6.5156,0.07,1.935,1.8513,29.7289,0.12796875,-0.120792354,0
4430,LSTR US EQUITY,85.3,3563.4314,0.3869,0.95,27.1754,7.1627,0.09,1.939,1.8631,32.1727,0.25293772,0.220398593,1
4431,LUK US EQUITY,20.6929,5202.2718,1.2081,-0.81,8.6915,0.7874,0,1.6184,0.9916,22.2436,-0.185059015,0.267101276,1
4432,LUK US EQUITY,22.1328,5564.2541,1.1295,0.44,26.6082,0.8885,0,1.6423,1.1342,21.1104,0.069584254,0.230752548,1
4433,LUK US EQUITY,23.1446,5818.62,1.0802,1.8569,6.3569,0.8365,0.25,5.7166,4.6682,19.3842,0.045714957,0.224475688,1
4434,LUK US EQUITY,27.24,9927.0231,1.6061,0.01,8.1979,0.9831,0.0625,0.9188,0.8573,70.7765,0.038901602,-0.124816446,0
4435,LUK US EQUITY,28.34,10331.0016,0.8821,0.0234,16.5535,1.0226,0.0625,0.9659,0.9294,77.7376,0.040381791,-0.208892025,0
4436,LUK US EQUITY,28,10195.7094,0.8929,0.25,31.8955,1.0003,0.0625,0.9137,0.8623,79.0605,-0.011997177,-0.203928571,0
4437,LUK US EQUITY,26.22,9663.7912,0.9535,0.17,29.3709,0.9336,0.0625,0.9156,0.8583,82.1181,-0.063571429,-0.073989321,0
4438,LUK US EQUITY,23.84,8785.7741,1.0487,0.14,22.1356,0.8458,0.0625,0.9259,0.8605,80.6212,-0.090770404,-0.150167785,0
4439,LUK US EQUITY,22.42,8260.1792,1.1151,-0.0261,30.6519,0.7998,0.0625,0.9203,0.8662,79.9491,-0.059563758,-0.224353256,0
4440,LUK US EQUITY,22.29,8172.508,1.1216,1,15.3955,0.7674,0.0625,0.9271,0.875,81.4495,-0.005798394,-0.274562584,0
4441,LUK US EQUITY,24.28,8902.4782,1.0297,0.04,18.2388,0.8354,0.0625,0.8774,0.8261,79.9816,0.089277703,-0.286243822,0
4442,LUK US EQUITY,20.26,7427.3693,1.234,-0.47,31.7631,0.7081,0.0625,0.8436,0.7909,73.3333,-0.165568369,-0.060217177,0
4443,LUK US EQUITY,17.39,6301.0586,1.4376,0.1502,21.4444,0.6063,0.0625,0.8656,0.8132,71.5161,-0.14165844,0.336975273,1
4444,LUK US EQUITY,16.17,5857.4734,1.5461,-0.6,19.644,0.5806,0.0625,0.8304,0.7552,74.954,-0.070155262,0.607915894,1
4445,LUK US EQUITY,19.04,6861.866,1.313,0.41,139.2943,0.6808,0.0625,0.7794,0.7191,71.5736,0.098672822,0.326155462,1
4446,LUK US EQUITY,23.25,8370.5102,1.0753,0.3713,170.0942,0.8313,0.0625,0.8065,0.741,73.4412,0.221113445,0.139354839,1
4447,LUV US EQUITY,9.22,7078.0546,0.1952,0.3,25.8546,0.9973,0.01,0.9234,0.7398,47.8947,0.118932039,0.398047722,1
4448,LUV US EQUITY,8.77,6516.7282,0.268,0.02,15.3508,0.9527,0.01,0.9362,0.7376,46.0726,-0.048806941,0.660205245,1
4449,LUV US EQUITY,10.24,7556.9088,0.3369,0.11,18.5022,1.0696,0.01,0.909,0.7101,45.1087,0.167616876,0.83984375,1
4450,LUV US EQUITY,14.56,10282.4748,0.6868,0.37,16.5032,1.4465,0.04,0.8606,0.6836,40.9953,0.129557797,1.319368132,1
4451,LUV US EQUITY,18.84,13126.2146,0.69,0.3,16.7057,1.7989,0.04,0.7851,0.6291,38.4406,0.293956044,1.246284501,1
4452,LUV US EQUITY,23.61,16574.0183,0.6777,0.22,19.0937,2.2718,0.04,0.7474,0.614,39.1377,0.253184713,0.876323592,1
4453,LUV US EQUITY,26.86,18582.9067,0.6701,0.67,17.263,2.4485,0.06,0.7567,0.632,36.6951,0.137653537,0.23194341,1
4454,LUV US EQUITY,33.77,23137.1845,0.5922,0.48,19.0811,3.0854,0.06,0.7733,0.6249,36.7748,0.257259866,0.126443589,1
4455,LUV US EQUITY,42.32,28724.4624,0.5198,0.28,20.8697,4.2201,0.06,0.663,0.5661,40.0738,0.253183299,0.017485822,0
4456,LUV US EQUITY,44.3,29946.5296,0.5418,0.67,17.6891,4.2894,0.06,0.719,0.5703,38.9307,0.046786389,0.011286682,0
4457,LUV US EQUITY,33.09,22113.9355,0.7706,0.91,11.6965,3.0481,0.075,0.6684,0.5227,37.5384,-0.253047404,0.184950136,1
4458,LUV US EQUITY,38.04,25081.8844,0.7098,0.89,11.8461,3.5504,0.075,0.6455,0.5027,38.2893,0.149592022,0.0223449,0
4459,LUV US EQUITY,43.06,28004.2907,0.6619,0.83,12.2223,3.7899,0.075,0.5433,0.476,48.0294,0.131966351,0.157454714,1
4460,LUV US EQUITY,44.8,28585.5363,0.6696,0.8,12.0105,3.8171,0.075,0.5542,0.4959,44.1302,0.040408732,0.2,1
4461,LUV US EQUITY,39.21,25042.9105,0.8289,1.3,10.0845,3.1095,0.1,0.5705,0.5029,42.8845,-0.124776786,0.584799796,1
4462,LUV US EQUITY,38.89,24120.8484,0.9,0.63,10.0239,2.9751,0.1,0.6191,0.5494,40.9469,-0.008161183,0.439444587,1
4463,LUV US EQUITY,49.84,30681.3902,0.7022,0.85,12.8463,3.8128,0.1,0.6572,0.5627,47.4114,0.281563384,0.313202247,1
4464,LVS US EQUITY,43.49,35780.9595,0.5748,0.29,21.1885,4.063,0.25,2.323,2.26,92.0211,-0.244571826,0.217061393,1
4465,LVS US EQUITY,46.37,38158.927,1.0783,0.43,23.142,4.3221,0.25,2.2219,2.1619,90.2314,0.06622212,0.432391633,1
4466,LVS US EQUITY,46.16,38010.4159,8.1239,0.53,21.7693,5.3881,3,1.7071,1.6517,118.1518,-0.00452879,0.708622184,1
4467,LVS US EQUITY,66.42,54734.1826,6.0976,0.76,24.5636,7.1839,0.35,1.2873,1.2503,105.7699,0.254864916,-0.063384523,0
4468,LVS US EQUITY,78.87,64637.8016,1.7751,0.71,27.3562,8.4236,0.35,1.7623,1.7134,102.7338,0.187443541,-0.262583999,0
4469,LVS US EQUITY,80.78,65639.1044,1.9188,0.95,25.6064,8.981,0.5,1.7714,1.7182,116.3117,0.024217066,-0.318643229,0
4470,LVS US EQUITY,76.22,61576.0325,2.2304,0.83,22.705,8.4463,0.5,1.7417,1.6879,118.772,-0.056449616,-0.310286014,0
4471,LVS US EQUITY,62.21,50099.5424,2.9738,0.84,18.4688,6.9222,0.5,1.8391,1.773,112.2298,-0.183810024,-0.389647967,0
4472,LVS US EQUITY,58.16,46644.2135,3.4388,0.9,16.3359,6.436,0.5,1.9224,1.8582,110.7761,-0.065102074,-0.246217331,0
4473,LVS US EQUITY,55.04,43950.0145,3.9063,0.64,16.921,6.1529,0.65,1.6367,1.5661,105.7216,-0.053645117,-0.061046512,0
4474,LVS US EQUITY,52.57,41984.3098,4.3751,0.59,17.4929,5.928,0.65,1.6046,1.546,115.9362,-0.044876453,-0.172722085,0
4475,LVS US EQUITY,37.97,30279.221,6.4525,0.65,13.4111,4.3849,0.65,1.4079,1.3409,108.8548,-0.277724938,0.5154069,1
4476,LVS US EQUITY,43.84,34892.6531,5.9307,0.59,17.2802,5.1126,0.65,1.4647,1.3989,111.0002,0.154595733,0.218293796,1
4477,LVS US EQUITY,51.68,41069.8127,5.1664,0.4,22.2884,6.1901,0.72,1.2322,1.1592,117.1359,0.178832117,0.104295666,1
4478,LVS US EQUITY,43.49,34562.3184,6.3003,0.41,19.2818,5.3774,0.72,1.2632,1.2029,135.8982,-0.158475232,0.46907335,1
4479,LVS US EQUITY,57.54,45730.1222,4.8836,0.65,24.503,7.2089,0.72,1.0233,0.9584,128.9468,0.323062773,0.1150504,1
4480,LVS US EQUITY,53.41,42449.9446,5.2612,0.64,22.7442,6.6915,0.72,1.1041,1.0349,128.0016,-0.071776156,0.301067216,1
4481,LYB US EQUITY,40.27,23140.1045,13.1612,1.34,8.214,2.0454,0.4,2.9138,1.3235,37.7112,-0.077434135,0.645393593,1
4482,LYB US EQUITY,85.78,34957.3945,3.8004,1.87,9.4539,5.7708,0.85,2.1143,1.0436,147.8841,0.10841194,0.286080671,1
4483,LYV US EQUITY,21.75,4352.1927,0,-0.16,676.9796,3.1258,0,0.9561,0.7539,110.6018,0.100708502,0.16,1
